f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,label
50, Private,305147, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
62, Private,65868, HS-grad,9, Widowed, Sales, Not-in-family, White, Female,0,0,43, United-States, <=50K
34, Local-gov,166545, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private,29235, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private,236858, 11th,7, Divorced, Other-service, Not-in-family, White, Female,0,0,31, United-States, <=50K
22, Private,203182, Bachelors,13, Never-married, Exec-managerial, Unmarried, White, Female,0,0,30, United-States, <=50K
42, Private,284758, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
17, ?,262196, 10th,6, Never-married, ?, Own-child, White, Male,0,0,8, United-States, <=50K
19, Private,249787, HS-grad,9, Never-married, Other-service, Other-relative, Black, Male,0,0,40, United-States, <=50K
66, ?,213477, 7th-8th,4, Divorced, ?, Not-in-family, White, Male,0,0,10, United-States, <=50K
21, Private,170456, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,35, Italy, <=50K
22, Private,500720, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Mexico, <=50K
37, Private,126011, Assoc-voc,11, Divorced, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private,75167, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, <=50K
45, Private,474617, HS-grad,9, Divorced, Sales, Unmarried, Black, Male,5455,0,40, United-States, <=50K
24, Private,100321, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
61, Private,203126, Bachelors,13, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,12, ?, <=50K
25, Private,132683, HS-grad,9, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,50, United-States, <=50K
58, Self-emp-not-inc,33309, HS-grad,9, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,80, United-States, <=50K
39, Private,191161, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private,188696, Assoc-voc,11, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private,217530, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
23, Private,162945, 7th-8th,4, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
22, Private,107801, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc,178551, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
62, State-gov,101475, Assoc-acdm,12, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, ?,423460, 11th,7, Never-married, ?, Own-child, White, Male,0,0,36, United-States, <=50K
53, State-gov,227392, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
42, Private,307638, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
54, Private,306985, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Federal-gov,214385, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
19, State-gov,165289, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private,306513, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
19, Private,351040, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
17, Private,317702, 9th,5, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
24, Private,239663, 10th,6, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
43, ?,152569, Assoc-voc,11, Widowed, ?, Not-in-family, White, Female,0,2339,36, United-States, <=50K
37, Private,99270, HS-grad,9, Never-married, Transport-moving, Other-relative, White, Female,0,0,40, United-States, <=50K
22, Private,235733, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
25, Private,190350, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
45, Private,162606, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
18, Private,178142, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private,167415, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
26, Private,523067, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,3, El-Salvador, <=50K
36, Self-emp-not-inc,160120, Bachelors,13, Married-civ-spouse, Sales, Husband, Other, Male,0,0,45, ?, <=50K
29, Private,87507, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, India, <=50K
27, Local-gov,66824, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,3325,0,43, United-States, <=50K
47, Private,175925, 10th,6, Married-civ-spouse, Sales, Husband, White, Male,0,2179,52, United-States, <=50K
29, Private,180299, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
19, Private,183258, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
51, Federal-gov,100653, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,8, United-States, <=50K
19, Private,372483, Some-college,10, Never-married, Other-service, Other-relative, Black, Male,0,0,35, United-States, <=50K
59, Local-gov,238431, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
29, Private,235393, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
73, ?,281907, 11th,7, Married-civ-spouse, ?, Husband, White, Male,0,0,3, United-States, <=50K
20, Private,130959, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
32, Private,108256, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, State-gov,82622, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, <=50K
46, Private,189763, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
29, Private,77572, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
22, Private,60668, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private,114691, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
67, ?,274451, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
50, Private,104501, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,1980,40, United-States, <=50K
54, Private,118108, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
27, Private,103524, HS-grad,9, Separated, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
52, Private,174421, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, White, Female,0,0,32, United-States, <=50K
25, Private,32275, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,0,40, United-States, <=50K
65, Private,262446, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
22, Private,185279, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, United-States, <=50K
55, Private,154580, 10th,6, Married-civ-spouse, Other-service, Husband, Black, Male,2580,0,40, United-States, <=50K
23, Private,373550, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
63, ?,331527, 10th,6, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
17, Private,154908, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
48, Private,199763, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,8, United-States, <=50K
26, Private,134888, Bachelors,13, Never-married, Tech-support, Own-child, White, Female,0,0,35, United-States, <=50K
50, Local-gov,141875, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
23, Private,200967, HS-grad,9, Divorced, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
37, State-gov,117651, Bachelors,13, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K
45, Private,186256, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private,177531, HS-grad,9, Never-married, Sales, Unmarried, Black, Female,0,0,25, United-States, <=50K
33, Local-gov,246291, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,46, United-States, <=50K
26, Private,162302, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
36, Private,31438, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Male,0,0,43, ?, <=50K
40, Private,126701, 9th,5, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
22, State-gov,264710, Bachelors,13, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
74, Private,99183, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,9, United-States, <=50K
26, Private,131686, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private,145574, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private,315834, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,1876,40, United-States, <=50K
19, Private,270551, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
35, Self-emp-not-inc,361888, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Japan, <=50K
32, Private,210541, Bachelors,13, Divorced, Sales, Unmarried, White, Female,0,0,30, United-States, <=50K
42, Federal-gov,65950, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
62, Federal-gov,177295, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Local-gov,203078, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
33, Private,184306, HS-grad,9, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,30, United-States, <=50K
53, Private,151864, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private,133586, HS-grad,9, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,45, United-States, <=50K
27, Private,120155, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,39, United-States, <=50K
47, State-gov,160045, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
68, Private,224019, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States, <=50K
17, Private,277112, 11th,7, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
17, Private,193769, 9th,5, Never-married, Other-service, Unmarried, White, Male,0,0,20, United-States, <=50K
31, Private,97453, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Self-emp-inc,178510, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,2258,60, United-States, <=50K
21, ?,479482, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private,74883, Bachelors,13, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
33, Private,181091, 10th,6, Divorced, Craft-repair, Not-in-family, White, Male,0,0,35, England, <=50K
59, Local-gov,165695, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc,225165, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, <=50K
43, Self-emp-not-inc,73883, Bachelors,13, Divorced, Sales, Unmarried, White, Male,0,0,45, United-States, <=50K
36, Private,185325, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,35, United-States, <=50K
56, Self-emp-not-inc,179594, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
19, Private,202673, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
27, Private,148069, 10th,6, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Local-gov,208122, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,1055,0,40, United-States, <=50K
37, Federal-gov,289653, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private,54317, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1672,50, United-States, <=50K
53, Private,213378, HS-grad,9, Separated, Sales, Not-in-family, White, Female,0,0,33, United-States, <=50K
59, State-gov,303176, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2179,40, United-States, <=50K
22, Local-gov,195532, Some-college,10, Never-married, Protective-serv, Other-relative, White, Female,0,0,43, United-States, <=50K
28, Private,76129, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Guatemala, <=50K
71, Private,162297, HS-grad,9, Widowed, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
30, ?,101697, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female,0,0,20, United-States, <=50K
26, Federal-gov,169101, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private,105686, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private,59474, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, ?,29231, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,35, United-States, <=50K
27, Private,39665, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,37, United-States, <=50K
22, Federal-gov,262819, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private,190903, 11th,7, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, United-States, <=50K
20, Private,94057, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
18, Private,186954, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
45, Private,480717, Bachelors,13, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,38, ?, <=50K
54, Private,249860, 11th,7, Divorced, Priv-house-serv, Unmarried, Black, Female,0,0,10, United-States, <=50K
24, ?,377725, Bachelors,13, Never-married, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private,450695, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
60, Self-emp-inc,189098, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
31, Private,178506, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Private,209483, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, United-States, <=50K
34, Private,34848, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,4064,0,40, United-States, <=50K
